award_year,notice_id,project_name,sector,country,procurement_type,winning_bid_raw,winning_country,winning_firm,currency_unit,contract_amount,contract_value_usd,notice_url,page_url,data_source
2025,CDB2025-003,"Infrastructure Works for the Stann Creek ITVET, Hope Creek Village, Stann Creek District, Belize, BNTF 10",Climate,Belize,Works,"Belize - FAST Construction &amp; Road Development BZE $1,379,907.96",Belize,- FAST Construction &amp; Road Development,BZE,1379907.96,689953.98,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20%28WORKS%29_%20Stann%20Creek%20ITVET.docx,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025,CDB
2025,CDB2025-004,Strengthening Surveillance Programmes for Bovine Tuberculosis and Bovine Brucellosis in Guyana,,Guyana,Consultancy,"Netherlands - Veteffect Veterinary and Public Health Euros 161,000",Netherlands,- Veteffect Veterinary and Public Health,Euros,161000.0,181510.49,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20INFORMATION%28CONSULTANCY_SERVICES%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025,CDB
2025,CDB2025-005,Strengthening Institutional Capacity for A Resilient Caribbean Coastal and Marine Environment (RCCAME) Project,Climate,Trinidad and Tobago,Consultancy,"Blue Sky Development Consulting - Trinidad and Tobago USD28,000.00",,Blue Sky Development Consulting - Trinidad and Tobago,USD,28000.0,28000.0,https://www.caribank.org/sites/default/files/publication-resources/BLUE%20SKY%20CONTRACT%20AWARD%20INFORMATION.docx,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025,CDB
2025,CDB2025-006,Establishment Of A Framework For Managing Private Sector Lending And Investment,Financial Services,Regional,Consultancy,"Canada - Momentus Global Development Ltd. USD60,300.00",Canada,- Momentus Global Development Ltd.,USD,60300.0,60300.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award.docx,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025,CDB
2025,CDB2025-007,Supporting a Climate Smart and Sustainable Tourism Industry: Consultancy for the Update of the Multi-Hazard Contingency Planning Manual for the Caribbean Tourism Sector,Climate,Regional,Consultancy,"University of Technology- Jamaica USD 40,300.00",,University of Technology- Jamaica,USD,40300.0,40300.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20GA177%20REG%20-%20UTECH.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025,CDB
2025,CDB2025-008,"Preparation of a Climate Resilient Water Supply and Wastewater Master Plan, Saint Lucia",Climate,Saint Lucia,Consultancy,"HR Wallingford- United Kingdom USD 419,929.00",,HR Wallingford- United Kingdom,USD,419929.0,419929.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20GA63%20SLU%20-%20HR%20Wallingford.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025,CDB
2025,CDB2025-009,Consultancy for Improving Institutional Capacities to Assess Climate Risks and Plan for Climate Resilience with the Water Sector in Saint Lucia,Climate,Saint Lucia,Consultancy,"HR Wallingford- United Kingdom USD 164,219.00",,HR Wallingford- United Kingdom,USD,164219.0,164219.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award_GA63%20SLU%20-%20HR%20Wallingford.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025,CDB
2025,CDB2025-010,Building Resilience of the Electricity Sector Infrastructure to Geophysical and Climate Related Hazards,Climate,Saint Vincent and the Grenadines,Consultancy,"CBCL Limited - Canada USD 666,398",,CBCL Limited - Canada,USD,666398.0,666398.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20GA42%20STV%20-%20CBCL.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025,CDB
2025,CDB2025-011,National Utilities Regulatory Commission Capacity Building for Tariff Review,Water Resource Management,Saint Lucia,Consultancy,"Econtec Consultores S.A.S. - Colombia USD $199, 240.00",,Econtec Consultores S.A.S. - Colombia,USD,199240.0,199240.0,https://www.caribank.org/sites/default/files/publication-resources/Contact%20Award%20Information%20Form%20_NURC%20Capacity%20Building%20for%20Tariff%20Review.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=1,CDB
2025,CDB2025-012,Enhancing Weather and Climate Early Warning Systems and Impacts-Based Forecasting Platforms in the Caribbean: Mydewtra Flood Forecasting Chain Update and Technical Excahnge,Climate,Regional,Consultancy,"Centro Intemazionale In Monitoraggio Ambientale Fondazione CIMA - Italy EUR 19,000",,Centro Intemazionale In Monitoraggio Ambientale Fondazione CIMA - Italy,EUR,19000.0,21420.49,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20GA176%20REG%20-%20CIMA.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=1,CDB
2025,CDB2025-013,Strengthening Coastal Road Infrastructure Resilience to Geophysical and Climate Related Hazards: Consultancy for Multi-Hazard Risk Assessment and Preparation of Detailed Designs,Climate,Saint Kitts and Nevis,Consultancy,"CEAC Solutions Company Ltd. - Jamaica USD 603,087.90",,CEAC Solutions Company Ltd. - Jamaica,USD,603087.9,603087.9,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20GA35%20STK%20-%20CEAC%20Solutions%20.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=1,CDB
2025,CDB2025-014,"Consultancy to Develop National Safe School Policies, Assess School Vulnerability to Hazards and Develop School Costed Action Plans in Six Borrowing Member Countries",Climate,Regional,Consultancy,"Environmental Solutions Ltd. - Jamaica EUR 227,167.56",,Environmental Solutions Ltd. - Jamaica,EUR,227167.56,256107.43,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20GA180%20REG%20-%20ESL.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=1,CDB
2025,CDB2025-015,Expanded Weather and Climate Forecasting and Innovative Product and Service Development and Delivery in the Caribbean - Consultancy Services for Marine Forecasting Training,Climate,Regional,Consultancy,"HR Wallingford- United Kingdom GBP 80,302",,HR Wallingford- United Kingdom,GBP,80302.0,105752.72,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20GA179%20REG%20-%20HR%20Wallingford.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=1,CDB
2025,CDB2025-016,Expanded Weather and Climate Forecasting and Innovative Product and Service Development and Delivery in the Caribbean: Consultancy for Development of Climate Early Warning for Mosquito Vector,Climate,Regional,Consultancy,"UMEA University- Sweden EUR 62,880",,UMEA University- Sweden,EUR,62880.0,70890.56,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20GA179%20REG%20-%20UMEA.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=1,CDB
2025,CDB2025-017,Expanded Weather and Climate Forecasting and Innovative Product and Service Development and Delivery in the Caribbean: Consultancy for a Feasibility Study for a Regional Marine Forecasting Centre,Climate,Regional,Consultancy,"OEA Technologies- Canada USD 85,155.00",,OEA Technologies- Canada,USD,85155.0,85155.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20GA179%20REG%20-%20OEA%20Tech%20Inc_0.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=1,CDB
2025,CDB2025-018,Supporting a Climate Smart and Sustainable Tourism Industry: Consultancy for Curriculum Development and to Build an Online Training Platform,Climate,Regional,Consultancy,"Niagra College- Canada USD 37,250.00",,Niagra College- Canada,USD,37250.0,37250.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20GA177%20REG%20-%20NCC.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=1,CDB
2025,CDB2025-019,Strengthening the Disaster Risk Management Capacity of the Portmore Municipal Council- Consultancy for the Preparation of Multi-Hazard Profile and Comprehensive Disaster Risk Management Plan,Climate,Jamaica,Consultancy,"Environmental Hydraulics Institute Foundation (IH Cantabria)- Spain EUR147,318.30",,Environmental Hydraulics Institute Foundation (IH Cantabria)- Spain,EUR,147318.3,166085.82,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20GA48%20JAM%20-%20IH%20Cantabria.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=1,CDB
2025,CDB2025-020,Supporting a Climate Smart and Sustainable Tourism Industry: Consultancy to Develop Climate Products and Services for the Caribbean Tourism Industry,Climate,Regional,Consultancy,"Essa Technologies Ltd- Canada USD 47,988.00",,Essa Technologies Ltd- Canada,USD,47988.0,47988.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20GA177%20REG%20-%20ESSA_0.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=1,CDB
2025,CDB2025-021,"Upgrading Flood Early Warning Systems for the Rio Cobre Watershed, Jamaica",Climate,Jamaica,Goods,"Stevens Water Monitoring Systems Inc- USA USD 51,760",,Stevens Water Monitoring Systems Inc- USA,USD,51760.0,51760.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20GA47%20JAM%20-%20Stevens.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=2,CDB
2025,CDB2025-022,"Procurement of Plant Design, Supply, and Installation of Water Treatment Facilities, Guyana: Lot 2 – Leguan and Wakenaam in Region No. 3",Water Resource Management,Guyana,Works,"Sigma Engineers Ltd &amp; Hebei Wansheng Environmental Protection Engineering Co. Ltd. JV- Bangladesh and China GYD 1,486,448,800",,Sigma Engineers Ltd &amp; Hebei Wansheng Environmental Protection Engineering Co. Ltd. JV- Bangladesh and China,GYD,1486448800.0,7093762.37,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20%28WORKS%29_Sigma%20Lot%202%20_0.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=2,CDB
2025,CDB2025-023,"Water Supply Improvement Project (WSIP), Guyana: Contract for Engineering and Construction Supervision Services",Water Resource Management,Guyana,Consultancy,"EXP Services Inc. (Canada) in association with C.B. Associates Inc. (Guyana)- Canada and Guyana US$4,029,725.76 (USD 3,381,000 + USD 648,725.76 Indirect Local Taxes)",,"EXP Services Inc. (Canada) in association with C.B. Associates Inc. (Guyana)- Canada and Guyana (USD 3,381,000 + USD 648,725.76 Indirect Local Taxes)",US$,4029725.76,4029725.76,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20%28SERVICE%29_EXP%20.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=2,CDB
2025,CDB2025-024,"Procurement of Plant Design, Supply, and Installation of Water Treatment Facilities, Guyana: Lot 1 and Lot 3",Water Resource Management,Guyana,Works,"Action Construction Equipment (ACE) Private JV. Phoenix Projects Private Ltd. - India Lot 1- GYD 757,673,302 and Lot 2- GYD 2,130,097,816",,"Action Construction Equipment (ACE) Private JV. Phoenix Projects Private Ltd. - India Lot 1- and Lot 2- GYD 2,130,097,816",GYD,757673302.0,3615835.51,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20%28WORKS%29_ACE%20Lots%201%20and%203.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=2,CDB
2025,CDB2025-025,Rehabilitation of Loubiere to Bagatelle Road - Phase 1: Loubiere to Grand Bay Civil Works,Climate,Dominica,Works,"Sotradom Ltd and OCM INC. (JV), Dominica XCD 116,809,280.03",,"Sotradom Ltd and OCM INC. (JV), Dominica",XCD,116809280.03,43262696.31,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20%28WORKS%29%20-%20LGBR%20CivilWorks-September%202024.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=2,CDB
2025,CDB2025-026,Road Management and Rural Road Improvement Programme (EDF11)- Palmiste Road Rehabilitation,Climate,Saint Vincent and the Grenadines,Works,"Dipcon Engineering Services Ltd. XCD 3,257,900.75 (VAT inclusive)",,Dipcon Engineering Services Ltd. (VAT inclusive),XCD,3257900.75,1206629.91,https://www.caribank.org/sites/default/files/publication-resources/SJ_SS-PALMISTE%20-%20CONTRACT%20AWARD%20INFORMATION%20%28WORKS%29-02052025.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=2,CDB
2025,CDB2025-027,Road Management and Rural Road Improvement Programme (EDF11)- Dandrade Road Rehabilitation,Climate,Saint Vincent and the Grenadines,Works,"Kelectric Company Ltd. XCD 2,300,442.98",,Kelectric Company Ltd.,XCD,2300442.98,852015.92,https://www.caribank.org/sites/default/files/publication-resources/SJ_SS_DANDRADE%20-%20CONTRACT%20AWARD%20INFORMATION%20%28WORKS%29-02052025.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=2,CDB
2025,CDB2025-028,NDM Disaster Risk Management: Rehabilitation & Reconstruction (December 2013 Trough Event) Orange Hill Highway Rehabilitation,Climate,Saint Vincent and the Grenadines,Works,"Kelectric Company Ltd. XCD 2,919,063.75",,Kelectric Company Ltd.,XCD,2919063.75,1081134.72,https://www.caribank.org/sites/default/files/publication-resources/SJ_SS-ORANGE%20HILL%20-%20CONTRACT%20AWARD%20INFORMATION%20%28WORKS%29-02052025.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=2,CDB
2025,CDB2025-029,NDM Disaster Risk Reduction & Climate Change Adaptation: Maroon Hill Road Rehabilitation,Climate,Saint Vincent and the Grenadines,Works,"Dipcon Engineering Services Ltd. XCD 9,994,961.30",,Dipcon Engineering Services Ltd.,XCD,9994961.3,3701837.52,https://www.caribank.org/sites/default/files/publication-resources/SJ_SS_MAROON%20HILL%20-%20CONTRACT%20AWARD%20INFORMATION%20%28WORKS%29-02-05-2025.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=2,CDB
2025,CDB2025-030,Consultancy Services for the Design of Infrastructure Works for the Four BSIF IV Loan Sub-Projects,,Belize,Consultancy,"CEAC Solutions XCD 351,05.48 (exclusive of taxes)",,"CEAC Solutions ,05.48 (exclusive of taxes)",XCD,351.0,130.0,https://www.caribank.org/sites/default/files/publication-resources/BSIF%20IV%20Consultancy_CAI.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025&page=2,CDB
