project_id,country,year_awarded,data_source,procurement_channel,funding_source,sector,project_type,contract_value_usd,contract_duration_months,winning_firm_name,winning_firm_is_chinese,winning_firm_is_soe,number_of_bidders,single_bidder,procurement_method,financing_linked_to_bid,financing_source_chinese,joint_venture,firm_registered_locally,record_id,notice_type,awarded_date,bid_reference_no,project_name
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",goods,3090.0,,NIKELCROM,,,,,Request for Quotations,,,,1.0,OP00258101,Contract Award,2023/09/26,BO-EMPODERAR-380591-GO-RFQ,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,48251.0,,GRAFICA CONCEPTUAL,,,,,Request for Quotations,,,,1.0,OP00258050,Contract Award,2023/08/08,BO-EMPODERAR-369484-NC-RFQ,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",goods,4235.0,,TRIPLEX,,,,,Request for Quotations,,,,1.0,OP00257888,Contract Award,2023/09/27,BO-EMPODERAR-380590-GO-RFQ,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",goods,997.0,,MULTICENTER S.R.L,,,,,Request for Quotations,,,,1.0,OP00257851,Contract Award,2023/09/26,BO-EMPODERAR-380592-GO-RFQ,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P164453,Bolivia,2023,World Bank,MDB-financed,IDA62480,Public Administration - Health; Health; Health Facilities and Construction,consulting,6871.0,3.0,,,,,,Individual Consultant Selection,,,,1.0,OP00256022,Contract Award,2023/09/18,BM /AISEM/017/2023,Health Service Delivery Network Project
P164453,Bolivia,2023,World Bank,MDB-financed,IBRD88680,Public Administration - Health; Health; Health Facilities and Construction,consulting,6871.0,3.0,,,,,,Individual Consultant Selection,,,,1.0,OP00255331,Contract Award,2023/10/11,BM/AISEM/016/2023,Health Service Delivery Network Project
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,58395.0,,PATRICIA TANIA ALVAREZ CRUZ,,,,,Individual Consultant Selection,,,,1.0,OP00254279,Contract Award,2023/09/14,DPI CI 019,Bolivia Urban Resilience
P152281,Bolivia,2023,World Bank,MDB-financed,"IBRD86480, IDA59030",Rural and Inter-Urban Roads; Public Administration - Transportation,consulting,15077.0,,PRICEWATERHOUSECOOPERS (PWC),,,,,Least Cost Selection,,,,1.0,OP00253885,Contract Award,2023/05/29,BO-ABC-348151-CS-LCS,Santa Cruz Road Corridor Connector Project (San Ignacio - San Jose)
P127743,Bolivia,2023,World Bank,MDB-financed,IBRD87350,"Other Agriculture, Fishing and Forestry; Agricultural markets, commercialization and agri-business; Rural and Inter-Urban Roads; Other Water Supply, Sanitation and Waste Management; Other Energy and Extractives; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,43918.0,,KPMG SRL,,,,,Direct Selection,,,,1.0,OP00234156,Contract Award,2023/03/03,BO-FPS-332635-CS-CDS,Rural Alliances Project II
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65160,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,57864.43,,,,,,,Individual Consultant Selection,,,,1.0,OP00236030,Contract Award,2023/06/02,BO-GAMLP-361566-CS-INDV,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65160,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,67354.23,,,,,,,Individual Consultant Selection,,,,1.0,OP00252840,Contract Award,2023/01/05,BO-GAMLP-330972-CS-INDV,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65160,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,34143.27,,,,,,,Individual Consultant Selection,,,,1.0,OP00236041,Contract Award,2023/06/02,BO-GAMLP-361568-CS-INDV,Bolivia Urban Resilience
P129640,Bolivia,2023,World Bank,MDB-financed,TF16083,"Irrigation and Drainage; Other Water Supply, Sanitation and Waste Management; Public Administration - Water, Sanitation and Waste Management; Other Transportation; Other Public Administration; Other Water Supply, Sanitation and Waste Management; Irrigation and Drainage; Other Transportation; Other Public Administration",consulting,25000.0,,PRICEWATERHOUSECOOPERS (PWC),,,,,Direct Selection,,,,1.0,OP00251687,Contract Award,2021/04/13,BO-FPS-213740-CS-CDS,Bolivia Climate Resilience - Integrated Basin Management
P144597,Bolivia,2023,World Bank,MDB-financed,"IDA57440, IDA57450",Rural and Inter-Urban Roads; Public Administration - Transportation,consulting,21703.0,,PRICEWATERHOUSECOOPERS (PWC),,,,,Least Cost Selection,,,,1.0,OP00250307,Contract Award,2023/05/29,BO-ABC-348148-CS-LCS,BO Road Sector Capacity Development Project
P122007,Bolivia,2023,World Bank,MDB-financed,IDA49230,Rural and Inter-Urban Roads; Aviation; Roads and highways; Aviation,consulting,11772.0,,PRICEWATERHOUSECOOPERS (PWC),,,,,Least Cost Selection,,,,1.0,OP00249760,Contract Award,2023/05/29,BO-ABC-348131-CS-LCS.-,National Roads and Airport Infrastructure Project
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65160,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,187252.0,,EMPRESA CONSTRUCTORA Y CONSULTORA MEVECON S.R.L.,,,,,Quality And Cost-Based Selection,,,,1.0,OP00248774,Contract Award,2023/09/14,BO-GAMLP-356858-CS-QCBS,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65160,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",works,1137557.35,,PALMEN S.R.L.,,,,,Request for Bids,,,,1.0,OP00248814,Contract Award,2023/08/17,BO-GAMLP-369490-CW-RFB,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65160,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,18950.44,,KPMG,,,,,Least Cost Selection,,,,1.0,OP00248799,Contract Award,2023/06/01,BO-GAMLP-341736-CS-LCS,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65160,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",works,829701.79,,EMPRESA CONSTRUCTORA GUARACHI LTDA,,,,,Request for Bids,,,,1.0,OP00248603,Contract Award,2023/08/29,BO-GAMLP-369492-CW-RFB,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,58000.0,,RICARDO MARROQUIN LAURA,,,,,Consultant Qualification  Selection,,,,1.0,OP00247977,Contract Award,2023/07/13,DPI SCC 001,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,2478.13,,HARRY MONTECINOS BANEGAS,,,,,Direct Selection,,,,1.0,OP00247687,Contract Award,2023/06/30,SMOP UT CP 002 2022,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,9475.22,,RENATE CRISTINA HOLLWEG URIZAR,,,,,Direct Selection,,,,1.0,OP00247702,Contract Award,2023/06/30,SMOP UT CP 001-2022,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,947.52,,HARRY MONTECINOS BANEGAS,,,,,Direct Selection,,,,1.0,OP00247668,Contract Award,2023/06/30,SMOP UT CP 003 2022,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,28575.0,,NORMA EUGENIA CHAVEZ POMA,,,,,Individual Consultant Selection,,,,1.0,OP00247477,Contract Award,2023/08/11,DPI CI 018,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,31645.0,,ANA GABRIELA VILLANUEVA APAZA,,,,,Individual Consultant Selection,,,,1.0,OP00247252,Contract Award,2023/08/11,DPI CI 016,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",goods,182653.0,,CROWN LTDA,,,,,Request for Bids,,,,1.0,OP00247209,Contract Award,,DPI SDO BS 003,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",goods,19000.0,,CARMEN SILENIA GOMEZ DE JUSTINIANO,,,,,Request for Quotations,,,,1.0,OP00247066,Contract Award,2023/07/21,DPI COT 005,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,6060.06,,ELVIS RICHAR QUISPE ROMERO,,,,,Individual Consultant Selection,,,,1.0,OP00247048,Contract Award,2023/06/29,SMOP UT CI 001-2022,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",goods,19000.0,,MARIA LILIAN FRANCO TALAVERA DE ORELLANA,,,,,Request for Quotations,,,,1.0,OP00247086,Contract Award,2023/07/21,DPI COT 005,Bolivia Urban Resilience
P127743,Bolivia,2023,World Bank,MDB-financed,IBRD87350,"Other Agriculture, Fishing and Forestry; Agricultural markets, commercialization and agri-business; Rural and Inter-Urban Roads; Other Water Supply, Sanitation and Waste Management; Other Energy and Extractives; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",works,266870.33,,ASOCIACION ACCIDENTAL RAM-CO & ASOCIADOS,,,,,Request for Bids,,,,1.0,OP00246415,Contract Award,2021/07/08,BO-FPS-232503-CW-RFB,Rural Alliances Project II
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,6060.06,,ELVIS RICHAR QUISPE ROMERO,,,,,Individual Consultant Selection,,,,1.0,OP00245476,Contract Award,2023/06/29,SMOP UT CI 002-2022,Bolivia Urban Resilience
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",goods,33325.0,,IGNEMA,,,,,Request for Quotations,,,,1.0,OP00244865,Contract Award,2023/06/27,BO-EMPODERAR-363743-GO-RFQ,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",works,120000.0,,STOVA SRL.,,,,,Request for Quotations,,,,1.0,OP00243004,Contract Award,2023/06/22,SMOP UT COT 001/2022,Bolivia Urban Resilience
P122007,Bolivia,2023,World Bank,MDB-financed,IDA49230,Rural and Inter-Urban Roads; Aviation; Roads and highways; Aviation,consulting,8054.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00242766,Contract Award,2022/11/27,NAABOLPMARCDEX082022,National Roads and Airport Infrastructure Project
P122007,Bolivia,2023,World Bank,MDB-financed,IDA49230,Rural and Inter-Urban Roads; Aviation; Roads and highways; Aviation,consulting,13251.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00242496,Contract Award,2022/12/08,NAABOLPMARCDEX092022,National Roads and Airport Infrastructure Project
P122007,Bolivia,2023,World Bank,MDB-financed,IDA49230,Rural and Inter-Urban Roads; Aviation; Roads and highways; Aviation,consulting,13251.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00242498,Contract Award,2022/11/24,NAABOLPMARCDEX062022,National Roads and Airport Infrastructure Project
P122007,Bolivia,2023,World Bank,MDB-financed,IDA49230,Rural and Inter-Urban Roads; Aviation; Roads and highways; Aviation,consulting,13251.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00242551,Contract Award,2022/11/24,NAABOLPMARCDEX072022,National Roads and Airport Infrastructure Project
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65170,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",goods,7200.0,,ANTONIO PEAFIEL BRAVO,,,,,Direct Selection,,,,1.0,OP00242313,Contract Award,2023/06/09,DPI-SD-001,Bolivia Urban Resilience
P122007,Bolivia,2023,World Bank,MDB-financed,IDA49230,Rural and Inter-Urban Roads; Aviation; Roads and highways; Aviation,consulting,3313.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00242103,Contract Award,2023/06/09,BO-NAABOL-364653-CS-INDV,National Roads and Airport Infrastructure Project
P122007,Bolivia,2023,World Bank,MDB-financed,IDA49230,Rural and Inter-Urban Roads; Aviation; Roads and highways; Aviation,consulting,3000.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00242106,Contract Award,2023/06/09,BO-NAABOL-365457-CS-INDV,National Roads and Airport Infrastructure Project
P122007,Bolivia,2023,World Bank,MDB-financed,IDA49230,Rural and Inter-Urban Roads; Aviation; Roads and highways; Aviation,goods,51000.0,,AGENCIAS GENERALES S.A.,,,,,Request for Quotations,,,,1.0,OP00239279,Contract Award,2023/06/28,BO-NAABOL-364688-GO-RFQ,National Roads and Airport Infrastructure Project
P164453,Bolivia,2023,World Bank,MDB-financed,IBRD88680,Public Administration - Health; Health; Health Facilities and Construction,goods,1296.65,,NEOSERV S.R.L.,,,,,Request for Quotations,,,,1.0,OP00238571,Contract Award,2023/07/12,BM-REDES-B-002/2023,Health Service Delivery Network Project
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65160,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,54407.73,,,,,,,Individual Consultant Selection,,,,1.0,OP00236033,Contract Award,2023/06/29,BO-GAMLP-350024-CS-INDV,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65160,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,9620.99,,,,,,,Individual Consultant Selection,,,,1.0,OP00236035,Contract Award,2023/05/26,BO-GAMLP-350031-CS-INDV,Bolivia Urban Resilience
P165861,Bolivia,2023,World Bank,MDB-financed,IDA65160,"Sub-National Government; Urban Transport; Other Water Supply, Sanitation and Waste Management",consulting,37166.33,,,,,,,Individual Consultant Selection,,,,1.0,OP00236036,Contract Award,2023/05/03,BO-GAMLP-346387-CS-INDV,Bolivia Urban Resilience
